x,Curve1
-132.413,-0.0515
-131.253,-0.3711
-130.129,-0.3637
-129.014,0.0211
-127.403,-0.6603
-125.198,-0.6674
-122.278,-0.0083
-121.012,-0.3925
-119.992,-0.3948
-117.774,-0.1052
-116.248,-1.0955
-113.955,-1.0768
-111.914,-0.4837
-108.767,-1.1648
-106.257,-1.1487
-104.147,-0.8783
-101.942,-1.2191
-99.756,-1.244
-97.623,-0.7391
-95.472,-1.4443
-92.697,-1.4078
-89.617,-0.9527
-88.127,-1.5888
-85.325,-1.4921
-82.335,-1.0853
-79.914,-1.3056
-77.841,-1.1994
-75.022,-1.0652
-71.744,-1.3193
-69.281,-1.2875
-66.534,-1.0811
-64.611,-1.6057
-61.972,-1.4222
-58.228,-1.105
-56.172,-1.397
-52.547,-1.3313
-49.424,-0.7465
-47.414,-0.7137
-45.625,-0.6632
-42.996,-0.5431
-40.66,-0.7143
-36.837,-0.5791
-28.872,-0.312
