time,signal
0.0,0.0
9.575,-34.4
14.325999999999999,-24.76984658494885
33.33,-6.658598266987415
42.905,-70.96371892619865
46.29857142857143,-56.124713145345204
66.66,-13.736014414563034
76.235,-100.02959887601091
78.87444444444445,-83.346389387665
99.99,-19.36211958497827
109.565,-111.85134854318896
111.72454545454545,-96.34009638122122
133.32,-21.650383592147772
142.89499999999998,-123.19011284464919
144.72230769230768,-108.57158781746186
166.64999999999998,-23.84515906678387
176.22499999999997,-98.86105076778438
177.80866666666662,-88.60947842385156
199.98,-19.13593085217802
209.55499999999998,-89.06977428949402
210.95235294117646,-80.86839880838882
233.31,-17.240693160610032
242.885,-97.33863312529503
244.13526315789474,-89.27907540344539
266.64,-18.841245751134107
276.215,-93.29021573347659
277.34619047619043,-86.27308998256004
299.96999999999997,-18.05761827935492
309.54499999999996,-86.31094376493462
310.57782608695646,-80.3633864643602
333.29999999999995,-16.706683156257032
