x,Curve1
-49.64,-73.126
-40.2,-55.456
-35.11,-56.224
-29.7,-57.607
-25.67,-51.308
-17.61,-53.689
-10.08,-56.148
-6.05,-49.772
1.38,-52.691
10.07,-55.61
14.53,-49.772
22.48,-51.769
30.75,-55.072
34.57,-49.387
46.45,-52.998
56.84,-57.147
