x,Curve1
-192.51,2.554
-189.94,-0.901
-182,0.873
-154.69,2.648
-150.49,-1.788
-143.72,-0.06
-116.64,2.274
-112.9,-1.181
-104.73,0.547
-78.35,2.274
-74.85,-0.994
-66.68,0.406
-39.84,2.204
-35.17,-2.418
-28.17,-0.481
-13.69,1.48
