x,Curve1
-191.18,12.083
-184.71,-12.917
-175.29,-6.389
-152.65,5
-146.47,-15.278
-133.53,-5.278
-115,5.417
-107.65,-9.028
-97.06,-2.639
-76.18,4.722
-67.65,-8.056
-49.41,-0.556
-37.94,3.611
-29.12,-5.694
-19.41,-1.528
-12.06,1.25
