x,black
-215.677,0.33128
-211.685,0.32008
-205.949,0.33061
-196.37,0.34134
-191.903,0.32267
-182.789,0.32603
-178.08,0.33621
-170.861,0.31261
-165.372,0.32396
-159.217,0.33632
-152.721,0.27036
-146.726,0.29218
-135.454,0.33285
-126.645,0.20012
-117.51,0.23666
-109.429,0.25542
-95.595,0.10627
-87.091,0.14918
-79.103,0.20288
-64.551,-0.16455
-53.578,-0.05229
-44.676,0.04256
-34.581,-0.0576
4.725,0.2912
20.391,0.33735
