time,signal
0.0,0.0
15.67,-1.159
48.36523809523809,-0.9195684885968752
50.0,-0.9089900154422964
65.67,-1.5522350154422964
82.41634146341464,-1.378739431652209
100.0,-1.217399595044837
115.67,-1.6012518548531662
126.92573770491803,-1.4786367880185387
150.0,-1.2558429234426103
165.67,-1.4800288196982523
174.14654320987654,-1.3938459701800996
200.0,-1.1607691282765815
215.67,-1.2957385857889667
222.46801980198018,-1.2348707002285841
250.0,-1.0162324737752306
265.67,-1.1013506491207068
271.3443801652893,-1.05799490245536
300.0,-0.8637763102257243
315.67,-0.9210391892974225
320.5395035460993,-0.8898363038968192
350.0,-0.7223601612617983
365.67,-0.7640583949167131
369.93459627329196,-0.7413408646498911
400.0,-0.5992419777343911
415.67,-0.6322431871476991
419.46337016574586,-0.6154942669389736
450.0,-0.49586086665114215
465.67,-0.5240024580883451
469.08592039801,-0.5114855766885926
2450.0,-2.2380544274744375e-08
2465.67,-0.742980462994436
2469.08592039801,-0.7252328394974749
