time,signal
0.0,0.0
2.992,-22.794
10.362,-8.43378
125.0,-1.6200848812626283e-06
127.992,-78.25180362008489
135.3864242424242,-28.85792479437329
250.0,-5.5617515125222315e-06
252.992,-97.27694158519851
259.96388571428565,-37.97839493522479
375.0,-6.913964304538386e-06
377.992,-109.59216359235447
384.58702702702703,-45.017962747245164
500.0,-7.789269427956223e-06
502.992,-113.97000778926943
509.2488205128205,-49.00179331044744
625.0,-8.100424959935922e-06
627.992,-107.49254792651192
633.9436097560975,-48.159463088529506
750.0,-7.64003912188034e-06
752.992,-91.80234711829999
758.6667906976744,-42.694852389503474
875.0,-6.524857183064913e-06
877.992,-72.51267574224849
883.4145777777777,-34.89092428617673
1000.0,-5.153842663416518e-06
1002.992,-55.23680445819049
1008.183829787234,-27.418664673585777
1125.0,-3.925959102920706e-06
1127.992,-45.58800392595911
1132.971918367347,-23.285412354780615
1250.0,-3.2401700415630295e-06
