x,row3-1
-591.74,73.094
-584.33,50.953
-577.12,54.944
-572.15,57.324
-567.78,54.845
-560.54,59.601
-552.29,62.011
-549.05,59.431
-540.96,64.129
-533.51,66.435
-527.68,63.321
-522.92,65.387
-513.39,67.105
-507.68,59.607
-496.02,64.591
-481.92,66.902
