x,Black
-86.867,-2.9866
-83.54,-2.7495
-78.7,-2.8087
-63.577,-3.0657
-56.318,-2.6309
-48.756,-2.7
-25.92,-3.0953
-23.803,-2.8186
-14.88,-2.9372
-6.411,-3.036
-2.932,-2.2554
6.595,-2.5716
16.274,-2.8483
