x,Curve1
-236.53,64.263
-234.95,-1.372
-225.16,49.058
-187.96,62.159
-187.26,-10.41
-180,40.706
-140.99,62.108
-139.58,-2.036
-130.42,46.977
-92.68,61.005
-91.58,-6.836
-84.32,43.103
-45.31,62.327
-44.21,5.536
-36.32,46.539
-18.63,59.383
