time,signal
0.0,0.0
0.546,-104.05
1.857,-38.4985
33.33,-1.656993848008416e-09
33.876,-187.29000000165698
35.192626506024084,-69.00223157212777
66.66,-2.982588926441536e-09
67.206,-252.1539156030491
68.4717915057915,-96.55117481288022
99.99,-4.015545285011875e-09
100.536,-314.8238912939091
101.75473605947954,-124.92747809467187
133.32,-5.0135632011540385e-09
133.86599999999999,-374.0053555153194
135.04105376344083,-153.41066631904107
166.64999999999998,-5.956026652677412e-09
167.19599999999997,-428.4037367080837
168.33039446366777,-181.22694076090363
199.98,-6.822319617386948e-09
200.52599999999998,-476.7244633130059
201.6224548494983,-207.55488080554179
233.31,-7.591826073087598e-09
233.856,-517.6729637708896
234.9169708737864,-231.53049285862988
266.64,-8.243929997584312e-09
267.186,-549.9546665225391
268.21371159874604,-252.25167823300558
299.96999999999997,-8.75801536868205e-09
300.51599999999996,-572.275000008758
301.5124741641337,-268.7821865438483
333.29999999999995,-9.113466164185758e-09
