time,signal
0.0,0.0
1.6,-2567.4
6.351000000000001,-949.938
20.0,-54.600351178855014
21.6,-1813.269351178855
26.317948717948727,-675.5662362939955
40.0,-38.562414643694034
41.6,-1442.9302146436942
45.355102040816334,-657.5972688829794
60.0,-30.6864907868374
61.6,-1221.9600907868376
64.71864406779662,-636.2336955050555
80.0,-25.987166037044044
81.6,-1104.295166037044
84.26666666666667,-632.0088030567267
100.0,-23.484811042585733
101.6,-1112.0624110425858
103.92911392405063,-683.039559613462
120.0,-23.649995394457193
121.6,-1035.2055953944573
123.66741573033707,-671.6266920666853
140.0,-22.015497799662327
141.6,-1036.1384977996624
143.45858585858585,-702.261419739828
160.0,-22.035337637217754
161.6,-1020.7539376372177
163.2880733944954,-716.9670875769461
180.0,-21.7081574597613
181.6,-1020.4267574597613
183.14621848739495,-738.3335204642557
2180.0,-2.3622598176195998e-179
2181.6,-1990.3143631919643
2183.146218487395,-1440.099252458141
