x,Curve1
-191.18,5.208
-189.71,-5.486
-186.18,-0.903
-152.65,3.75
-151.18,-4.792
-145.29,0.486
-114.41,4.514
-112.94,-2.708
-108.82,0.625
-75.88,4.236
-74.71,-2.222
-65.88,2.222
-37.65,4.583
-36.47,-0.833
-31.76,2.083
-12.35,4.306
