x,row2-1
-591.47,125.541
-586.97,117.956
-581.42,119.309
-572.68,120.758
-568.45,114.022
-562.89,117.385
-556.27,119.098
-548.86,111.788
-544.09,116.266
-535.09,121.558
-529.54,118.086
-525.57,120.15
-514.98,122.05
-510.21,117.593
-502.8,121.452
-494.33,123.347
