time,signal
0.0,0.0
0.726,-72.38
2.457,-26.7806
20.0,-0.001126459675445011
20.726,-57.83274645967545
22.462396396396393,-21.331893622138068
40.0,-0.0009000588119240068
40.726,-53.92400005881192
42.31889256198347,-21.599055031357462
60.0,-0.0008392264659428851
60.726,-23.596719226465943
62.19729770992366,-10.13528893962037
80.0,-0.0003672389151894429
80.726,-21.424847238915188
82.09295035460993,-9.770835703858646
100.0,-0.0003334377793203556
100.726,-19.039841363515766
102.0024238410596,-9.146588863399034
120.0,-0.00029631961208718516
120.726,-14.905269937147192
121.92314285714285,-7.493976630946901
140.0,-0.00023197272085961735
140.726,-11.859600428967324
141.85313450292398,-6.2073487060099035
160.0,-0.00018457255664716834
160.726,-9.616081308162524
161.79086187845303,-5.2163669032327
180.0,-0.00014965636680637736
180.726,-7.963446959423639
181.735109947644,-4.460447431203715
2180.0,-0.0
2180.726,-48.682419409741605
2181.735109947644,-27.267761524298503
