x,Curve 2
-611.81,-3.4922
-598.55,-4.2537
-591.18,-4.1733
-584.18,-4.0259
-576.21,-4.568
-569.6,-4.3445
-560.97,-4.052
-552.54,-4.5448
-546.62,-4.2973
-536.66,-3.9852
-528.52,-4.479
-521.21,-4.2422
-513.45,-3.9099
-507.29,-4.4185
-496.84,-4.1658
-491.35,-3.9275
-483.96,-4.326
-477.35,-4.0892
-467.03,-3.7423
-460.29,-4.2203
-453.33,-4.0394
-444.93,-3.76
-437.31,-4.2477
-428.61,-4.0163
-420.61,-3.8115
-416.78,-4.1658
-409.47,-3.9157
-399.62,-3.6093
-393.1,-3.9722
-378.48,-3.6131
-345.06,-3.1588
