time,signal
0.0,0.0
0.417,-160.0
1.499,-59.2
50.0,-2.6111048536692428e-18
50.417,-59.2
51.504346491228084,-21.796651684296823
100.0,-9.6610879585762e-19
100.417,-21.92
101.48101287553649,-8.245565976925322
150.0,-3.5772136495268627e-19
150.417,-8.16
151.45865966386555,-3.1332184113925434
200.0,-1.3316634753713139e-19
200.417,-3.04
201.43722633744858,-1.190495017596977
250.0,-4.9610992219715614e-20
250.417,-1.12
251.41665725806453,-0.44697230032348034
300.0,-1.82777339756847e-20
300.417,-0.48
301.39690118577073,-0.19506886778465665
350.0,-7.833314561007728e-21
350.417,-0.16
351.37791085271317,-0.06616758140534493
400.0,-2.6111048536692427e-21
400.417,-0.16
401.3596425855513,-0.067287695450077
450.0,-2.6111048536692427e-21
450.417,-0.16
451.34205597014926,-0.06838392413082593
2450.0,-0.0
2450.417,-101.19815012315665
2451.3420559701494,-43.25204137625269
