time,signal
0.0,0.0
5.1,1384.2
30.695,512.154
100.0,34.68937271032285
105.1,989.7873727103228
130.7486486486487,365.4589129242648
200.0,24.805015948504277
205.1,810.7044812444901
225.29148936170213,370.0187787886865
300.0,20.317027819548517
305.1,693.3481195489612
321.74912280701756,363.13969817964016
400.0,17.375965421929923
405.1,640.2659654219299
419.26417910447765,369.32170753709704
500.0,16.04567599209363
505.1,623.964122555768
517.4246753246754,386.5780841557385
600.0,15.637136255748157
605.1,611.9255286398818
616.0080459770115,400.56712882729846
700.0,15.335437605801328
705.1,603.3269525285571
714.8835051546392,412.5731238470054
800.0,15.119949084269885
805.1,598.1394407251885
813.9691588785047,423.8147310417139
900.0,14.989945088903427
905.1,596.3539450889035
913.2111111111111,435.17735155629936
1000.0,14.945198864658561
