time,signal
0.0,0.0
1.65,-10.549
9.102,-3.9031299999999995
80.0,-0.0003043008915597639
81.65,-12.300438300891559
89.11190476190475,-4.5451517741956335
160.0,-0.0003548236175502104
161.65,-14.963832383016245
168.46304347826086,-6.029318417789742
240.0,-0.00043165300363093284
241.65,-18.179408306863458
247.918,-7.877476178489469
320.0,-0.0005244108593997088
321.65,-21.098524410859397
327.4537037037037,-9.726634490563614
400.0,-0.0006086169104957776
401.65,-23.787965978522376
407.053448275862,-11.568051158970206
480.0,-0.0006861976733015159
481.65,-26.603228229486664
486.7048387096774,-13.55305015827492
560.0,-0.0007674079124657003
561.65,-29.128715429121375
566.3984848484848,-15.458786145460422
640.0,-0.00084025917860198
641.65,-30.94880959958157
646.1271428571429,-17.030234615929565
720.0,-0.0008927623806868947
721.65,-31.647892762380685
725.8851351351351,-17.98640475346691
800.0,-0.000912928427678476
