time,signal
0.0,0.0
0.333,-200.0
3.463,-74.0
50.0,-2.813409051732314e-05
50.333,-78.00002813409051
53.47648101265821,-28.736688085103047
100.0,-1.097229925939127e-05
100.333,-30.400010972299256
103.28936904761903,-11.885807000149908
150.0,-4.27638330211142e-06
150.333,-11.800004276383302
153.1232808988764,-4.8635092084077955
200.0,-1.65991194208284e-06
200.333,-4.600001659911942
202.97486170212764,-1.9874705177710108
250.0,-6.470843153989963e-07
250.333,-1.8000006470843153
252.84143434343434,-0.8113762699182108
300.0,-2.532069056815518e-07
300.333,-0.8000002532069057
302.7208365384615,-0.37469405421428303
350.0,-1.125363976880226e-07
350.333,-0.2000001125363977
352.61130275229357,-0.09699014756085257
400.0,-2.8134106347869142e-08
400.333,-0.20000002813410636
402.5113771929825,-0.10011810928290023
450.0,-2.813409447496062e-08
450.333,-0.20000002813409448
452.4198487394958,-0.10307169586460488
2450.0,-2.7385925787303674e-277
2450.333,-126.49768765394583
2452.419848739496,-65.19164677667317
