x,Red
-57.367,-4.3884
-51.846,-4.1523
-49.638,-4.0972
-47.43,-4.0579
-41.296,-4.05
-39.578,-4.05
-37.492,-4.0343
-35.652,-3.8769
-32.217,-3.8691
-28.168,-3.8297
-23.997,-3.8219
-21.298,-3.7353
-17.74,-3.7432
-14.673,-3.6566
-4.736,-3.6409
16.366,-3.578
