time,signal
0.0,0.0
0.8125,-308.0
6.7525,-113.96
20.0,-12.40931428649369
20.8125,-166.4093142864937
26.71634615384616,-61.94517695863465
40.0,-6.704628185652613
40.8125,-83.70462818565261
45.32720588235294,-39.31520515987119
60.0,-3.372457916850199
60.8125,-41.87245791685021
64.46726190476191,-22.71180787377686
80.0,-1.6870405527213477
80.8125,-20.93704055272135
83.88250000000001,-12.524108604814193
100.0,-0.8435529754798142
100.8125,-10.468552975479815
103.45905172413794,-6.722023767802853
120.0,-0.4217778051868107
120.8125,-5.234277805186813
123.13825757575758,-3.546416563181729
140.0,-0.21088895567331672
140.8125,-2.617138955673317
142.88682432432432,-1.8494273492796236
160.0,-0.10544447997524697
160.8125,-1.3085694799752472
162.6844512195122,-0.9565737348780117
180.0,-0.05272224007378719
180.8125,-0.6542847400737872
182.51805555555555,-0.49179522582199897
2180.0,-0.05272224007378719
2180.8125,-194.3153003650738
2182.5180555555557,-146.05771947689112
