x,Curve1
-441.881,-0.7075
-435.967,-3.6379
-434.258,-3.5122
-432.862,-3.3919
-432.01,-4.0183
-430.366,-3.9703
-428.731,-3.7963
-425.056,-5.518
-424.058,-5.4516
-423.061,-5.4114
-420.102,-7.0764
-418.685,-6.9484
-416.953,-6.7745
-413.102,-8.0936
-411.124,-7.9698
-408.767,-7.8965
-405.418,-9.0861
-402.801,-8.7732
-397.8,-8.3644
-396.124,-8.7376
-392.808,-8.4758
-389.159,-8.3363
-385.134,-9.4242
-382.255,-9.2559
-376.045,-8.4929
-370.831,-9.2748
-367.965,-8.9367
-363.249,-8.2481
-361.576,-8.7714
-358.189,-8.1893
-352.824,-8.0144
-350.81,-8.7658
-349.564,-8.5206
-347.316,-8.2807
-344.368,-9.1692
-342.946,-8.9284
-341.349,-8.7686
-336.986,-9.5365
-333.884,-9.4078
-330.359,-8.9902
-326.356,-10.16
-281.361,-6.5523
-211.872,-2.4774
