time,signal
0.0,0.0
2.25,-751.1
15.95,-277.907
100.0,-0.6234495332504026
102.25,-669.1024495332505
116.01760563380284,-246.3562253428791
200.0,-0.5553875780298311
202.25,-597.5812906103718
214.31790123456793,-248.90831481309164
300.0,-0.4960215373588197
302.25,-532.7769187766004
312.99175824175825,-244.3348138810416
400.0,-0.4422307566740237
402.25,-474.999452020931
411.9282178217822,-235.31729926714235
500.0,-0.3942726489903428
502.25,-423.4877133907336
511.05630630630634,-223.50259774861328
600.0,-0.3515154004137041
602.25,-377.5622111344197
610.3285123966942,-210.07239115316514
700.0,-0.31339499974003987
702.25,-336.6171408736582
709.7118320610687,-195.8634009107694
800.0,-0.2794085998692148
802.25,-300.1123952248898
809.1826241134752,-181.45988784573672
900.0,-0.24910788540223394
902.25,-267.56643923080935
908.7235099337748,-167.26256831875628
2900.0,-2.8953310670062813e-61
2902.25,-573.1263022069193
2908.723509933775,-358.2757895711532
