x,Curve1
-1090.74,1110.42
-1088.89,502.08
-1064.81,1027.09
-994.44,1106.25
-993.27,679.17
-979.63,991.67
-900,1100
-898.15,695.84
-879.63,1010.42
-807.4,1108.34
-805.55,737.5
-790.74,1000
-714.81,1107.88
-711.11,795.84
-696.29,1010.42
-618.52,1106.25
-616.66,729.17
-598.15,1018.75
-525.92,1114.59
-522.22,814.58
-503.7,1043.75
-430.8,1108.34
-428.46,845.84
-409.87,1058.98
-338.33,1105.02
-335.18,793.75
-318.52,1041.67
-243.76,1103.48
-240.74,735.42
-227.78,1002.09
-201.29,1089.04
