x,Curve1
-691.19,651.72
-689.4,365.52
-676.79,618.97
-622.5,649.34
-618.77,511.21
-611.22,624.14
-553.87,649.14
-552.14,550
-544.01,627.59
-486.93,650.86
-484.93,556.9
-475.16,627.59
-419.17,648.28
-417.74,583.62
-410.68,629.31
-351.68,649.14
-350.52,574.14
-341.83,627.59
-284.47,650
-282.48,559.48
-271.89,635.34
-217.46,647.11
-215,573.28
-207.4,627.59
-148.68,649.14
-147.25,577.59
-138.55,632.76
-80.65,648.28
-80.04,584.48
-72.98,632.76
-44.95,648.15
