x,Curve1
2.84,152.56
10.83,147.43
13.89,151.26
20.03,156.04
28.08,144.21
31.14,147.72
37.27,153.46
43.96,145.46
48.78,149.93
52.71,154.08
61.19,144.48
64.67,149.9
69.49,154.05
78.4,144.77
82.33,149.87
87.59,154.02
92.96,146.66
97.77,151.45
104.38,153.35
111.96,145.04
115.88,150.14
122.48,153.33
123.47,141.18
129.14,148.84
146.77,152.33
152.28,128.04
163.21,140.48
169.72,153.25
175.52,146.21
179.02,149.72
185.17,153.54
189.65,146.19
190.93,150.66
201.52,152.24
202.49,141.7
205.97,148.08
219.16,153.81
227.64,144.21
231.11,150.28
244.34,152.49
245.31,142.59
248.33,150.25
266.82,156.29
271.79,144.14
274.38,150.53
286.25,156.26
293.84,146.34
299.98,151.44
304.8,155.27
306.64,146.64
308.37,150.79
318.93,155.25
325.22,142.78
329.58,149.16
341.47,152.34
344.65,142.75
348.12,149.13
352.06,153.28
356.52,127.77
362.34,139.47
372.31,147.81
375.95,143.35
381.17,147.53
386.49,154.18
388.42,85.81
393.81,125.1
406.31,148.65
409.16,96.64
415.87,137.28
427.06,147.01
429.99,-72.73
441.88,132.54
446.42,139.18
448.03,116.11
450.96,141.21
458.98,144.8
461.48,111.89
467.38,142.87
488.05,151.78
490.5,118.87
492.27,137.36
507.48,151.43
508.98,132.58
515.5,144.07
519.87,148.86
523.59,127.44
532.05,138.06
546.89,150.18
547.18,117.72
549.82,136.99
555.32,147.63
558.99,129.88
562.43,136.97
567.26,145.58
569.79,17.78
572.6,97.4
576.47,134.92
579.9,62.9
582.26,113.1
589.01,142.51
595.12,87.22
601.15,118.14
607.28,137.91
610.15,-29.45
619.32,124.2
627.55,143.97
629.68,61.3
637.93,130.1
643.31,144.2
645.48,136.58
649.61,145.45
665.32,152.02
670.94,-168
685.73,140.45
692.34,147.92
695.22,139.29
699.71,146.13
708.08,151.45
709.59,58.63
717.05,119.45
727.79,142.29
729.72,0.79
737.21,107.1
747.38,144.79
750.43,117.91
753.63,134.94
771.02,148.31
775.63,104.99
782.53,132.56
788.02,146.75
789.45,62.56
794.51,125.95
806.91,149.26
808.91,104.83
810.61,132.8
814.73,138.83
815.59,40.71
819.14,114.25
828.03,139.08
831.8,-49.08
836.73,106.61
848.33,142.09
851.72,-83.6
857.27,120.52
868.63,143.58
871.69,-83.88
876.12,89.81
881.07,124.8
883.43,55.06
885.85,103.55
888.23,130.47
890.54,89.81
893.28,125.83
907.14,148.59
910.02,59.83
918.52,129.3
927.49,146.02
931.55,4.01
934.06,116.09
948.49,147.51
951.82,-70.06
956.02,89.18
968.88,139.87
972.74,-58.43
975.57,98.78
983.31,134.02
987.29,119.56
990.69,131.47
1008.04,151.98
1013.07,-180.72
1019.7,20.61
1020.61,76.39
1027.84,130.4
