time,signal
0.0,0.0
3.833,0.27
47.80157142857143,0.12144160679273454
50.0,0.11668571501108627
53.833,0.42718571501108626
76.35348780487806,0.28371802640013394
100.0,0.18461655777255823
103.833,0.5023877427634341
118.96972131147541,0.3815762242654491
150.0,0.2171165665820629
153.833,0.5408147873849827
165.23225925925925,0.43962923477719523
200.0,0.23372355612809367
203.833,0.5621201402978017
212.9749801980198,0.4760816132117454
250.0,0.24293107589918927
253.833,0.5749128277240068
261.4639090909091,0.5004716804337357
300.0,0.2484596828593377
303.833,0.5830288833611625
310.38151063829787,0.5176184838849838
350.0,0.2519671930633795
353.833,0.5882415999976862
359.56803105590063,0.5300237769639357
400.0,0.25421996924072376
403.833,0.5914328170965633
408.93432596685085,0.5390712671067032
450.0,0.2555991153479018
453.833,0.5930991153479018
458.4267313432836,0.5455994649029744
500.0,0.2563192383215283
