x,Curve1
45.68,93.675
52.79,39.475
63.93,62.428
69.75,73.19
75.92,-14.768
88.3,40.238
95.68,53.639
101.72,42.291
109.31,60.973
120.83,55.577
125.31,22.372
133.33,39.734
151.24,65.394
159.87,25.145
169.75,41.052
180.87,58.403
185.8,21.428
196.3,42.405
215.43,72.408
227.78,64.392
235.81,73.059
241.36,82.097
248.76,36.055
258.02,57.761
268.52,75.476
281.48,39.56
290.75,52.57
303.55,68.154
306.74,52.882
319.58,66.444
335.19,83.206
338.37,55.441
358.98,81.191
371.24,60.091
376.67,29.28
385.8,54.399
400.31,68.368
405.51,48.958
412.43,57.158
432.87,70.787
436.71,50.708
445.08,66.583
465.02,73.648
470.14,40.637
473.17,51.213
502.4,60.796
505.13,39.249
512.31,54.44
538,55.45
539.12,37.632
544.57,48.568
580.34,77.198
