x,Curve1
-625.49,-34.407
-621.84,-15.6849
-612.67,-26.2795
-573.9,-32.7281
-571.91,-16.6353
-558.32,-28.2651
-523.95,-33.9972
-521.91,-19.0993
-504.9,-28.6573
-475,-32.0796
-471.8,-24.272
-461.96,-29.7679
-423.3,-33.1892
-420.1,-25.5408
-410.3,-29.8417
-375.14,-33.4227
-371.07,-25.6946
-359.51,-30.075
-323.48,-33.4966
-322.11,-24.0161
-308.67,-31.6625
-271.82,-33.889
-271.48,-26.2183
-259.66,-31.376
-222.8,-33.6445
-221.32,-26.6337
-208.91,-30.6155
-174.66,-33.4
-172.3,-26.5484
-160.79,-29.8931
-124.16,-32.6587
