x,Curve1
-229.716,-54.55
-225.697,125.9
-213.879,2.41
-180.742,-51.99
-177.189,72.25
-168.444,-4.26
-131.607,-54.42
-128.682,45.74
-114.661,-32.85
-82.633,-61.08
-79.455,25.28
-62.845,-45.26
-34.038,-64.76
-30.709,11.64
-22.374,-31.54
-9.12,-56.54
