x,row1-1
-592.65,177.258
-584.24,159.265
-580.04,161.969
-573.32,165.956
-567.44,161.856
-563.24,164.844
-553.99,169.545
-548.95,164.45
-542.23,168.437
-534.66,172.567
-527.94,170.454
-524.58,172.447
-514.5,174.456
-510.29,169.643
-497.69,174.494
-487.61,177.069
