time,signal
0.0,0.0
0.8,-223.114624506
3.628,-82.55241106722
30.3,-0.006986624141876364
31.1,-312.36746093254186
33.93653846153846,-115.22953282673618
60.6,-0.009781492578175798
61.4,-312.16980125552357
63.98771929824561,-125.68408966699562
90.9,-0.009775303051718762
91.7,-310.76661324781486
94.07903225806452,-134.64416197373572
121.2,-0.009731363542007307
122.0,-306.95793294466756
124.20149253731343,-141.55982158635737
151.5,-0.009612098308661107
152.3,-299.5409954976136
154.34861111111113,-145.76739405510642
181.8,-0.00937984390426647
182.60000000000002,-287.31303597047804
184.51558441558444,-146.51121602553658
212.1,-0.008996936878663247
212.9,-269.071289427083
214.6987804878049,-142.96091522745655
242.4,-0.008425713781691196
243.20000000000002,-243.6129909312507
244.8954022988506,-134.22545622130613
272.7,-0.007628511163190079
273.5,-209.73537554680317
275.1032608695652,-119.36442577916037
303.0,-0.0065676655729996515
