x,Curve1
-1278.84,419.91
-1275.43,-19.81
-1264.37,398.58
-1179.54,420.05
-1175.43,56.16
-1160.85,407.88
-1078.54,419.76
-1075.4,116.01
-1064.93,405.4
-980.09,420.34
-976.18,157.55
-965.62,400.75
-882.49,421.35
-876.89,168.15
-863.8,411.35
-781.49,421.49
-779.32,185.29
-769.58,409.31
-683.04,421.63
-681.72,182.81
-669.44,410.76
-582.89,421.77
-581.56,181.65
-567.59,410.47
-484.43,422.35
-483.11,183.97
-466.59,411.48
-384.28,422.49
-381.29,195.88
-368.85,413.14
1552.11,423.1
1552.34,-35.57
1566.96,406.51
