time,signal
0.0,0.0
6.4,-8.983
13.802,-3.32371
50.0,-0.025703960784247706
56.4,-12.071906960784247
63.789830508474594,-4.473912801705711
100.0,-0.034542560738181585
106.4,-10.463805560738182
112.71884057971016,-4.477935885802274
150.0,-0.029941138571435745
156.4,-6.039568138571437
161.91898734177218,-2.8777549907546645
200.0,-0.01728162335384973
206.4,-7.158766623353851
211.2988764044944,-3.707323847905063
250.0,-0.020484098469360876
256.4,-7.036207098469362
260.8040404040404,-3.8942817216902386
300.0,-0.020133406582311233
306.4,-7.880258406582311
310.4,-4.604675718870428
350.0,-0.022548575426085942
356.4,-6.517257575426086
360.0638655462185,-3.98411622316467
400.0,-0.01864848415224239
406.4,-7.312844484152244
409.7798449612403,-4.6443173956644745
450.0,-0.02092497693887915
456.4,-7.18037597693888
459.536690647482,-4.711587186665076
500.0,-0.020545931484736865
