time,signal
0.0,0.0
2.96,-20.059
9.309000000000001,-7.42183
40.0,-0.06070194757006984
42.96,-16.72973094757007
49.291623931623946,-6.206866931317457
80.0,-0.050627012854119004
82.96,-16.619361012854117
88.367299270073,-7.126257741239365
120.0,-0.05029301464930123
122.96,-14.1317110146493
127.67847133757962,-6.749777262076633
160.0,-0.04276496241520615
162.96,-11.977869962415205
167.1453107344633,-6.219203594589239
200.0,-0.03624707285805086
202.96,-11.049195425342935
206.72040609137056,-6.1317407782941995
240.0,-0.03343674567030372
242.96,-9.801814981730494
246.37382488479264,-5.742893627431598
280.0,-0.029661960173115783
282.96,-8.694118589646385
286.08573839662444,-5.328963183790992
320.0,-0.026309882386793177
322.96,-7.711598767586828
325.84249027237354,-4.910265746112472
360.0,-0.023336610203473294
362.96,-6.840113215451459
365.6343682310469,-4.499645847212383
2360.0,-1.0327908062598736e-135
2362.96,-15.18745825767123
2365.634368231047,-9.990797129566152
