x,Curve1
-928.38,24.56
-926.35,7.652
-919.91,23.196
-903.83,24.326
-903.48,2.704
-890.52,22.261
-878.01,24.482
-876.43,2.899
-865.97,21.989
-852.22,24.404
-851.57,5.86
-834.01,22.144
-827.66,24.326
-826.91,-5.827
-818.2,20.469
-802.99,25.222
-801.79,-0.256
-787.98,15.366
-778.96,19.729
-777.28,-0.919
-758.18,18.56
-750.58,20.937
-750.09,0.796
-736.39,15.249
-727.58,17.392
-724.24,1.224
-718.06,14.236
-709.27,16.184
-700.46,5.743
-675.79,19.339
301.5,24.521
302.24,-5.671
319.67,21.794
328.46,23.742
