x,Curve1
-547.53,1555.99
-544.94,370.64
-535.72,1345.97
-516.72,1534.63
-514.25,708.8
-504.22,1459.88
-487.38,1541.75
-485,990.01
-477.08,1442.08
-457.31,1541.75
-455.69,1064.76
-446.3,1491.92
-427.98,1559.55
-425.62,1050.53
-417.7,1506.15
-397.18,1552.43
-395.6,1196.47
-389.09,1495.48
-368.58,1559.55
-366.17,901.02
-356.82,1488.36
-337.77,1552.43
-336.17,1139.52
-329.25,1480.76
-310.63,1527.51
-306.83,1111.04
-299.61,1474.12
-279.1,1538.19
-277.48,1064.76
-271.74,1467
-249.03,1538.19
-247.4,1046.97
-240.94,1459.88
-220.42,1513.27
-217.34,1064.76
-212.33,1463.44
-189.73,1553.11
-188.24,1224.6
-183,1448.84
-160.39,1544.14
-158.57,908.42
-151.8,1387.17
-130.58,1510.5
-128.69,1362.5
-124.11,1482.48
-101.95,1540.78
-98.52,929.72
-90.84,1469.02
-70.99,1543.02
-68.98,1026.14
-62.64,1432.02
-41.19,1523.96
-39.68,1152.84
-33.55,1472.38
-11.85,1531.81
-9.15,1018.3
-1.68,1489.2
17.71,1541.9
19.92,1148.36
26.06,1433.14
47.97,1556.47
49.7,1194.33
55.39,1476.87
76.85,1554.23
79.13,920.75
85.2,1432.02
107.81,1532.93
109.72,1340.08
115.67,1512.75
137.14,1562.08
139.06,1340.08
144.54,1517.23
165.55,1565.44
167.78,1083.32
173.22,1406.23
189.35,1531.81
