x,Curve1
-1040.33,981.73
-1038.38,143.32
-1030.8,942.3
-941.82,985.83
-936.68,190.73
-925.05,956.36
-839.63,989.19
-835.66,165.94
-828.81,941.77
-737.44,991.41
-736.14,405.81
-726.04,954.12
-635.24,985.76
-633.33,390.02
-623.85,951.85
-533.05,983.48
-529.96,396.73
-522.26,959.71
-433.25,987.99
-430.23,455.3
-419.47,958.55
-333.45,983.48
-328.6,430.5
-319.06,950.67
-230.06,983.45
-227.67,482.29
-217.47,952.9
-127.86,978.92
-124.96,548.7
-117.07,945.01
-90.8,971.74
