x,Curve1
-3.132,0.21
-1.415,-162.92
0.284,-146.49
2.149,-134.46
3.678,-196.16
5.38,-180.98
7.398,-167.06
8.859,-191.58
10.563,-177.67
12.899,-165.62
14.187,-181.96
27.089,-101.54
43.967,-44.93
