x,Curve1
-369.83,1811.77
-368.13,403.82
-357.05,1597.95
-350.18,1713.63
-347.96,1206.37
-339.11,1649.91
-330.1,1734.55
-328.55,678.6
-321.28,1486.19
-309.71,1662.31
-309.2,682.26
-300.44,1586.49
-288.55,1698.77
-288.02,1376.12
-281.03,1678.15
-271.67,1752.45
-271.09,1522.97
-266.68,1716.27
-251.23,1771.65
-248.49,1550.82
-240.86,1742.43
-231.88,1770.13
-231.34,845.3
-220.19,1530.42
-214.36,1703.03
-211.89,1019.78
-205.5,1537.49
-199.73,1599.66
-198.73,1459.91
-195.81,1551.39
-194.39,1564.19
-194.34,590.34
-187.68,1368.59
-183.69,1441.1
-181.12,926.94
-177.31,1329.01
-175.11,1411.86
-174.9,518.08
-163.57,1529.32
-155.99,1627.75
-153.92,1484.56
-149.9,1622.64
-146.29,1674.44
-144.65,1412.19
-142.03,1602.02
-139.49,1662.44
-135.47,547.84
-128.82,1508.99
-124.47,1605.66
-122.81,1374.47
-120.94,1500.45
-118.77,1538.43
-116.6,941.45
-112.38,1436.7
-103.65,1655.93
-98.85,1279.83
-95.91,1411
-92.27,1509.39
-92.06,1250.57
-85.83,1490.48
-81.84,1562.99
-76.45,962.59
-68.96,1532.07
-60.64,1668.47
-59.62,1580.49
-56.36,1640.91
-54.55,1658.19
-53.4,1176.8
-50.18,1457.07
-48.17,1539.2
-45.77,1356.33
-41.68,1611.74
-39.88,1627.29
-37.02,985.45
-30.33,1401.36
-27.42,1472.14
-25.78,1208.16
-22.4,1489.44
-16.22,1629.27
-13.81,1456.75
-6.12,1627.33
-1.76,1649.99
2.5,1165.33
8.14,1622.64
14.28,1707.25
18.65,1206.92
25.7,1615.93
27.5,1638.38
27.56,1117.29
38.96,1619.52
44.37,1676.52
47.45,1428.09
51.86,1617.94
53.66,1635.21
56.98,1171.1
61.12,1519.69
64.05,1619.8
70.03,1438.69
74.11,1664.77
75.56,1699.29
76.34,1190.29
82.99,1526.83
92.4,1687.4
97.49,1190.52
101.27,1533.93
104.18,1613.33
