x,Curve1
-182.726,365.87
-182.366,-42.61
-181.266,73.47
-179.769,152.99
-179.256,-78.66
-177.859,50.31
-176.948,112.11
-176.106,-69.02
-175.008,44.9
-173.952,109.38
-173.067,-22.84
-172.132,67.44
-170.939,125.47
-170.023,29.25
-169.243,105.02
-167.914,156.06
-167.118,85.64
-166.216,138.3
-164.746,186.66
-164.112,93.67
-162.781,147.4
-161.89,186.62
-160.946,122.65
-159.769,161.87
-158.734,203.24
-158.075,139.27
-157.035,185.48
-155.719,222.01
-154.774,158.04
-144.912,333.12
844.281,366.75
844.832,-34.81
851.717,301.16
