x,Red
-80.871,-1.25024
-76.095,-0.77611
-72.64,-0.9708
-70.522,-1.09005
-66.269,0.44492
-62.22,0.17898
-60.85,-0.04319
-57.085,2.19693
-49.314,0.67549
-42.883,-0.19238
