x,C
288.893,-3.2938
290.186,-4.0252
292.375,-3.7316
296.604,-3.2972
297.412,-3.7557
298.972,-3.4727
303.526,-3.2566
305.438,-3.781
309.051,-3.6299
312.812,-3.3043
313.317,-4.0136
315.346,-3.6436
320.531,-3.4822
322.609,-4.1704
326.846,-3.9213
330.452,-3.6393
333.154,-4.2186
335.982,-4.1108
340.226,-4.0145
344.502,-4.5945
347.796,-4.3778
352.985,-4.2819
358.192,-4.5896
363.54,-4.5375
369.514,-4.4092
373.454,-4.5527
378.641,-4.4132
