time,signal
0.0,0.0
5.51,1476.9
42.778,546.453
100.0,118.73027753445541
105.51,1000.4395775344553
142.56490196078434,372.27305760221293
200.0,80.42688651710962
205.51,854.1444832290645
232.12690140845072,419.8942248420825
300.0,68.6659973920447
305.51,782.5651280518197
326.277032967033,449.6839538205829
400.0,62.91162221029128
405.51,742.2856222102913
422.53522522522525,471.31543193087236
500.0,59.67349037501781
505.51,710.9483723517267
519.9359541984733,483.83202686968485
600.0,57.15424034260265
605.51,684.0924425664002
618.0252317880795,489.9023769444867
700.0,54.9952505688484
705.51,662.7849320513801
716.5614619883041,493.54534300751845
800.0,53.2823068102888
805.51,648.537347304466
815.4042408376963,498.07797264516256
900.0,52.136921414394166
905.51,642.8969214143942
914.4663981042654,506.2555756078293
1000.0,51.683478844592045
