x,AAC
-1137.05,1138.45
-1132.9,750.16
-1123.77,926.18
-1105.5,1084.09
-1101.35,799.64
-1088.9,977.14
-1073.13,1076.37
-1068.14,870.17
-1057.35,1005.55
-1039.09,1097.24
-1035.77,922.65
-1024.97,1024.92
-1005.88,1110.59
-1004.22,913.43
-993.43,1030.75
-975.16,1108.9
-971.84,937.32
-960.22,1039.58
-942.78,1113.22
-940.29,962.71
-927.84,1045.41
-908.75,1116.03
-906.25,953.49
-897.12,1040.71
-878.03,1115.85
-874.71,966.84
-865.57,1043.54
-844.82,1114.15
-841.5,936.55
-829.88,1038.81
-819.91,1097.45
